,ID,Total Number of LORs,Invalid Number of LORs,Similarity Score,Cyclic LOR
484,496.0,1.0,0,0.898382371,0.0
485,497.0,3.0,1,0.613233989,0.0
486,498.0,3.0,1,0.734080528,0.0
487,499.0,1.0,0,0.667510597,0.0
488,500.0,2.0,1,0.883486615,0.0
489,501.0,2.0,1,0.726956478,0.0
490,502.0,4.0,1,0.830322454,0.0
491,503.0,3.0,1,0.823306934,0.0
492,504.0,4.0,1,0.810730446,0.0
493,505.0,2.0,1,0.886639224,0.0
494,506.0,1.0,0,0.762121712,0.0
495,507.0,4.0,1,0.661489936,0.0
496,508.0,3.0,1,0.833572307,0.0
497,509.0,5.0,1,0.627129259,1.0
498,510.0,4.0,1,0.857526126,0.0
499,511.0,2.0,1,0.888121803,0.0
500,512.0,3.0,1,0.888219227,0.0
501,513.0,3.0,1,0.691511391,0.0
502,514.0,1.0,0,0.865178127,0.0
503,515.0,6.0,1,0.69166437,0.0
504,516.0,4.0,2,0.804163527,0.0
505,517.0,1.0,0,0.85657618,0.0
506,518.0,6.0,1,0.906158997,0.0
507,519.0,3.0,1,0.830739545,1.0
508,520.0,4.0,1,0.890594699,0.0
509,521.0,3.0,1,0.811615362,0.0
510,522.0,3.0,1,0.858901425,1.0
511,523.0,4.0,1,0.713186138,0.0
512,524.0,2.0,2,0.666283683,0.0
513,525.0,3.0,1,0.617248788,0.0
514,526.0,3.0,1,0.744404639,0.0
515,527.0,5.0,1,0.770592332,0.0
516,528.0,3.0,1,0.700518824,0.0
517,529.0,2.0,1,0.656088541,0.0
518,530.0,3.0,1,0.672670502,0.0
519,531.0,1.0,1,0.674134919,0.0
520,532.0,1.0,1,0.659977675,0.0
521,533.0,4.0,1,0.896840826,0.0
522,534.0,2.0,1,0.884991347,0.0
523,535.0,4.0,1,0.865467532,0.0
524,536.0,1.0,0,0.667594487,0.0
525,537.0,3.0,1,0.720533832,0.0
526,538.0,5.0,1,0.833274753,0.0
527,539.0,6.0,1,0.607457574,0.0
528,540.0,1.0,0,0.796688994,0.0
529,541.0,3.0,1,0.822258853,0.0
530,542.0,2.0,1,0.774905717,0.0
531,543.0,1.0,0,0.73826304,0.0
532,544.0,2.0,2,0.850647142,0.0
533,545.0,2.0,1,0.772959584,0.0
534,546.0,3.0,1,0.821344024,0.0
535,547.0,2.0,1,0.666833194,0.0
536,548.0,3.0,1,0.836614091,0.0
537,549.0,4.0,2,0.828142934,0.0
538,550.0,1.0,0,0.621726517,0.0
539,551.0,2.0,1,0.605572261,0.0
540,552.0,6.0,1,0.830997417,0.0
541,553.0,3.0,1,0.887058203,1.0
542,554.0,2.0,1,0.907199904,0.0
543,555.0,4.0,1,0.686515501,0.0
544,556.0,3.0,1,0.673181435,0.0
545,557.0,2.0,1,0.612164802,0.0
546,558.0,4.0,1,0.812738542,0.0
547,559.0,5.0,1,0.801470801,0.0
548,560.0,1.0,0,0.816611146,0.0
549,561.0,2.0,1,0.721922493,0.0
550,562.0,5.0,1,0.65326176,0.0
551,564.0,5.0,2,0.66244304,0.0
552,565.0,3.0,1,0.824015629,0.0
553,566.0,1.0,0,0.801252817,0.0
554,567.0,1.0,0,0.755063303,0.0
555,568.0,2.0,1,0.763226744,0.0
556,569.0,3.0,1,0.675888921,0.0
557,570.0,5.0,1,0.821501657,0.0
558,571.0,5.0,1,0.86679756,1.0
559,572.0,3.0,1,0.6889528,0.0
560,574.0,4.0,1,0.820262311,0.0
561,575.0,7.0,1,0.733519476,0.0
562,576.0,3.0,1,0.643488932,0.0
563,577.0,5.0,1,0.651639586,0.0
564,578.0,1.0,0,0.645846627,0.0
565,579.0,4.0,1,0.612101879,1.0
566,580.0,1.0,0,0.824421495,0.0
567,581.0,4.0,1,0.788442436,0.0
568,582.0,1.0,0,0.851089616,0.0
569,583.0,3.0,1,0.841749081,0.0
570,584.0,1.0,0,0.707627259,0.0
571,585.0,1.0,0,0.637734637,0.0
572,586.0,4.0,1,0.684389751,0.0
573,587.0,3.0,1,0.614254648,0.0
574,588.0,4.0,1,0.71881149,0.0
575,589.0,3.0,1,0.835147484,0.0
576,590.0,1.0,0,0.881676557,0.0
577,591.0,4.0,1,0.815099151,0.0
578,592.0,3.0,1,0.617921025,0.0
579,593.0,5.0,1,0.872952868,1.0
580,594.0,6.0,1,0.821561576,0.0
581,595.0,2.0,1,0.757737804,0.0
582,596.0,5.0,1,0.643136062,1.0
583,597.0,6.0,1,0.904053454,0.0
584,598.0,3.0,1,0.60833244,0.0
585,599.0,2.0,1,0.758179593,1.0
586,600.0,4.0,1,0.614248326,0.0
587,601.0,3.0,1,0.616815343,0.0
588,602.0,1.0,0,0.864059356,0.0
589,604.0,2.0,1,0.671951526,0.0
590,605.0,3.0,1,0.654057794,0.0
591,606.0,5.0,1,0.882099713,0.0
592,607.0,2.0,1,0.909585213,0.0
593,608.0,4.0,1,0.904926746,0.0
594,609.0,5.0,1,0.843937729,0.0
595,610.0,2.0,1,0.769457403,1.0
596,611.0,5.0,1,0.779271692,0.0
597,612.0,5.0,1,0.871830094,1.0
598,613.0,2.0,1,0.887628367,0.0
599,614.0,4.0,1,0.740270139,0.0
600,615.0,1.0,0,0.6414815,0.0
601,616.0,3.0,1,0.791163031,0.0
602,617.0,2.0,1,0.839916365,0.0
603,618.0,3.0,1,0.754569956,0.0
604,619.0,2.0,1,0.806649295,0.0
605,620.0,2.0,1,0.801347355,0.0
606,621.0,5.0,1,0.636520063,0.0
607,622.0,3.0,1,0.882629882,0.0
608,623.0,1.0,0,0.858215884,0.0
609,624.0,4.0,1,0.768190809,0.0
610,625.0,6.0,2,0.819232288,1.0
611,626.0,3.0,2,0.849501907,0.0
612,627.0,2.0,1,0.636866955,0.0
613,628.0,2.0,1,0.859802405,0.0
614,629.0,5.0,1,0.691903148,0.0
615,631.0,4.0,1,0.827967861,0.0
616,632.0,2.0,1,0.831770943,0.0
617,633.0,4.0,2,0.643497614,0.0
618,634.0,2.0,1,0.78576332,0.0
619,635.0,1.0,0,0.787741188,0.0
620,636.0,4.0,1,0.803554167,0.0
621,637.0,2.0,1,0.640885849,0.0
622,638.0,3.0,1,0.904341223,1.0
623,640.0,2.0,1,0.608102999,0.0
624,641.0,4.0,1,0.909580011,0.0
625,642.0,4.0,1,0.680542657,1.0
626,643.0,6.0,1,0.701423103,0.0
627,644.0,3.0,1,0.870757001,0.0
628,645.0,1.0,0,0.901947884,0.0
629,646.0,4.0,1,0.636268616,0.0
630,648.0,3.0,1,0.738429205,0.0
631,649.0,3.0,1,0.826961923,1.0
632,650.0,5.0,1,0.825174572,0.0
633,651.0,5.0,1,0.788536593,0.0
634,652.0,5.0,1,0.729844435,0.0
635,653.0,3.0,1,0.727768145,0.0
636,654.0,3.0,1,0.654225972,0.0
637,655.0,3.0,1,0.78149774,0.0
638,656.0,2.0,1,0.786823171,0.0
639,657.0,2.0,1,0.81685998,0.0
640,658.0,7.0,1,0.754723977,0.0
641,659.0,5.0,1,0.825823295,0.0
642,660.0,4.0,1,0.698342007,0.0
643,661.0,4.0,1,0.823701715,1.0
644,662.0,5.0,1,0.623329702,0.0
645,663.0,3.0,1,0.758549873,1.0
646,664.0,3.0,1,0.908604381,0.0
647,665.0,1.0,0,0.856072427,0.0
648,666.0,1.0,0,0.656183956,0.0
649,667.0,3.0,1,0.772106642,0.0
650,668.0,2.0,1,0.745328517,0.0
651,669.0,3.0,1,0.799596502,0.0
652,670.0,4.0,1,0.661293637,0.0
653,671.0,1.0,0,0.700720775,0.0
654,672.0,1.0,0,0.804849956,0.0
655,673.0,4.0,1,0.626187481,0.0
656,674.0,1.0,0,0.607104559,0.0
657,675.0,4.0,1,0.672261186,0.0
658,676.0,1.0,0,0.873212,0.0
659,678.0,2.0,1,0.77107116,0.0
660,679.0,2.0,1,0.84106193,0.0
661,680.0,3.0,1,0.736029253,0.0
662,681.0,3.0,1,0.689141358,0.0
663,682.0,3.0,1,0.743205404,0.0
664,683.0,5.0,1,0.791604209,0.0
665,684.0,3.0,1,0.764579412,0.0
666,685.0,6.0,2,0.793434188,0.0
667,686.0,7.0,1,0.762792687,0.0
668,687.0,6.0,1,0.738540678,0.0
669,688.0,4.0,1,0.661066196,0.0
670,689.0,3.0,1,0.705120206,0.0
671,690.0,1.0,0,0.828819935,0.0
672,691.0,1.0,0,0.698166628,0.0
673,692.0,2.0,1,0.747946315,0.0
674,693.0,1.0,0,0.838145005,1.0
675,694.0,4.0,1,0.635113117,0.0
676,695.0,3.0,1,0.899728576,0.0
677,696.0,4.0,1,0.782060848,0.0
678,697.0,2.0,1,0.812731407,0.0
679,700.0,2.0,1,0.777878051,0.0
680,701.0,4.0,1,0.837598648,0.0
681,702.0,3.0,1,0.770321824,0.0
682,703.0,1.0,0,0.784994692,0.0
683,704.0,2.0,1,0.734407931,1.0
684,705.0,3.0,1,0.878197326,0.0
685,706.0,5.0,1,0.715039437,1.0
686,707.0,3.0,1,0.8771012,0.0
687,708.0,3.0,1,0.706968866,0.0
688,709.0,3.0,1,0.821999213,0.0
689,710.0,2.0,1,0.768461619,0.0
690,711.0,3.0,1,0.762210897,0.0
691,712.0,4.0,1,0.797577152,0.0
692,714.0,6.0,1,0.622657027,0.0
693,715.0,4.0,1,0.806998317,0.0
694,716.0,2.0,1,0.787675711,0.0
695,717.0,1.0,0,0.756180425,0.0
696,718.0,2.0,1,0.636765702,0.0
697,719.0,3.0,1,0.621935134,0.0
698,720.0,2.0,1,0.692427511,0.0
699,721.0,1.0,0,0.64998343,0.0
700,722.0,1.0,0,0.89574323,0.0
701,723.0,5.0,1,0.661232491,0.0
702,724.0,4.0,1,0.772459192,0.0
703,725.0,1.0,0,0.616933662,0.0
704,726.0,3.0,1,0.828110809,0.0
705,727.0,3.0,1,0.631779012,0.0
706,728.0,2.0,1,0.786579949,0.0
707,729.0,3.0,1,0.670360877,0.0
708,730.0,4.0,1,0.75641492,0.0
709,731.0,7.0,1,0.662384552,0.0
710,732.0,5.0,1,0.648980962,0.0
711,733.0,3.0,1,0.866789307,0.0
712,734.0,4.0,1,0.791499037,0.0
713,735.0,6.0,1,0.625108199,1.0
714,736.0,2.0,1,0.698793337,0.0
715,737.0,2.0,1,0.883040877,0.0
716,738.0,3.0,1,0.652103943,0.0
717,739.0,5.0,1,0.619579495,0.0
718,740.0,4.0,1,0.872184745,0.0
719,741.0,4.0,1,0.766710608,0.0
720,742.0,6.0,1,0.710785327,0.0
721,743.0,2.0,1,0.774218442,0.0
722,744.0,1.0,1,0.808264086,0.0
723,745.0,4.0,1,0.900753102,1.0
724,746.0,2.0,1,0.760042688,0.0
725,747.0,7.0,1,0.8371203,0.0
726,748.0,2.0,1,0.681873905,0.0
727,749.0,1.0,1,0.669746603,0.0
728,750.0,3.0,1,0.678772152,0.0
729,751.0,3.0,1,0.836679076,0.0
730,752.0,4.0,1,0.646557262,0.0
731,753.0,3.0,1,0.836505767,0.0
732,754.0,4.0,1,0.690894137,0.0
733,755.0,4.0,1,0.786163384,0.0
734,756.0,6.0,1,0.625408028,1.0
735,758.0,2.0,1,0.861746553,0.0
736,759.0,2.0,1,0.795885455,0.0
737,760.0,5.0,1,0.789825966,0.0
738,761.0,4.0,1,0.797721825,0.0
739,762.0,1.0,0,0.726538624,0.0
740,763.0,1.0,0,0.804754118,0.0
741,764.0,3.0,1,0.65263586,0.0
742,765.0,6.0,2,0.64907564,0.0
743,766.0,4.0,1,0.842865055,0.0
744,767.0,3.0,1,0.833941308,1.0
745,768.0,6.0,1,0.604076707,0.0
746,769.0,2.0,1,0.623964152,0.0
747,770.0,4.0,1,0.729520393,0.0
748,771.0,3.0,1,0.79338349,0.0
749,772.0,2.0,1,0.690284418,0.0
750,773.0,5.0,1,0.88807052,0.0
751,774.0,3.0,1,0.607054894,0.0
752,775.0,1.0,0,0.722502847,0.0
753,776.0,3.0,1,0.780869142,0.0
754,777.0,1.0,0,0.839585087,0.0
755,779.0,3.0,1,0.718380238,0.0
756,780.0,4.0,1,0.759600158,0.0
757,781.0,2.0,1,0.681843997,0.0
758,782.0,5.0,1,0.685040251,0.0
759,783.0,4.0,2,0.877153771,0.0
760,784.0,3.0,1,0.856230247,1.0
761,785.0,4.0,1,0.664909463,0.0
762,786.0,4.0,1,0.61128441,0.0
763,788.0,3.0,1,0.770492799,0.0
764,789.0,3.0,1,0.735778573,0.0
765,790.0,4.0,1,0.880315713,0.0
766,791.0,3.0,1,0.673842736,0.0
767,792.0,1.0,0,0.797616082,0.0
768,793.0,6.0,1,0.846873874,0.0
769,794.0,1.0,0,0.907114435,0.0
770,795.0,2.0,1,0.754921649,0.0
771,796.0,3.0,1,0.80621589,0.0
772,797.0,14.0,1,0.838327021,0.0
773,798.0,3.0,1,0.726273573,0.0
774,799.0,2.0,1,0.754910258,0.0
775,800.0,5.0,1,0.812671819,0.0
776,801.0,2.0,1,0.870987092,0.0
777,802.0,3.0,1,0.81946876,0.0
778,803.0,3.0,1,0.80021901,0.0
779,804.0,3.0,1,0.630754664,0.0
780,806.0,1.0,0,0.78302628,0.0
781,807.0,2.0,1,0.727983294,1.0
782,808.0,1.0,0,0.698771351,0.0
783,809.0,1.0,0,0.755624698,0.0
784,810.0,4.0,1,0.848090492,0.0
785,811.0,3.0,1,0.801174604,0.0
786,812.0,3.0,1,0.689910994,0.0
787,813.0,2.0,1,0.714907525,1.0
788,814.0,5.0,1,0.811501291,0.0
789,815.0,4.0,1,0.632837508,0.0
790,816.0,2.0,1,0.709738335,0.0
791,817.0,4.0,1,0.736359522,0.0
792,818.0,5.0,1,0.733389437,0.0
793,819.0,3.0,1,0.708771092,0.0
794,820.0,2.0,1,0.706446992,0.0
795,821.0,2.0,1,0.616909171,0.0
796,822.0,2.0,1,0.613260657,0.0
797,823.0,3.0,1,0.610692684,0.0
798,824.0,2.0,1,0.623412781,0.0
799,825.0,2.0,1,0.826168543,0.0
800,826.0,2.0,1,0.68345697,0.0
801,827.0,6.0,1,0.759547218,0.0
802,828.0,3.0,1,0.657312429,0.0
803,829.0,3.0,1,0.675410625,0.0
804,830.0,3.0,1,0.809999164,0.0
805,831.0,5.0,1,0.738542617,0.0
806,832.0,1.0,1,0.605283286,0.0
807,833.0,5.0,1,0.710645263,0.0
808,834.0,4.0,1,0.878429348,0.0
809,835.0,2.0,1,0.751308678,0.0
810,836.0,4.0,1,0.716982976,0.0
811,837.0,1.0,0,0.833409075,0.0
812,838.0,6.0,1,0.873456021,0.0
813,839.0,2.0,1,0.69785686,0.0
814,841.0,3.0,1,0.718134362,0.0
815,842.0,3.0,1,0.710240258,0.0
816,843.0,3.0,2,0.671123237,0.0
817,844.0,2.0,1,0.602246484,0.0
818,845.0,2.0,1,0.82707348,0.0
819,846.0,4.0,1,0.713966983,0.0
820,847.0,1.0,0,0.873391299,1.0
821,848.0,5.0,1,0.793307542,0.0
822,849.0,1.0,0,0.759367063,0.0
823,850.0,5.0,1,0.770413391,0.0
824,851.0,5.0,1,0.667936452,1.0
825,852.0,7.0,1,0.892526826,0.0
826,853.0,4.0,1,0.833261471,0.0
827,854.0,6.0,1,0.841313701,0.0
828,855.0,2.0,1,0.640843407,0.0
829,856.0,6.0,1,0.854272966,0.0
830,857.0,8.0,1,0.705760688,0.0
831,858.0,2.0,1,0.637775092,0.0
832,859.0,6.0,1,0.708141194,0.0
833,860.0,2.0,1,0.846952729,0.0
834,861.0,3.0,1,0.881995029,0.0
835,862.0,9.0,1,0.700210415,0.0
836,863.0,2.0,1,0.61361662,0.0
837,864.0,4.0,2,0.6102305,0.0
838,865.0,1.0,0,0.719110671,0.0
839,867.0,7.0,1,0.834457813,1.0
840,870.0,4.0,1,0.773977191,0.0
841,872.0,2.0,1,0.636912029,0.0
842,873.0,7.0,2,0.869122177,0.0
843,874.0,4.0,2,0.904895338,0.0
844,875.0,2.0,1,0.825148789,0.0
845,877.0,4.0,1,0.854166568,0.0
846,878.0,3.0,1,0.687383079,0.0
847,879.0,1.0,0,0.819452462,0.0
848,880.0,3.0,1,0.826641214,0.0
849,881.0,1.0,0,0.836382343,0.0
850,882.0,2.0,1,0.840966371,0.0
851,883.0,3.0,1,0.658539014,1.0
852,884.0,5.0,3,0.681937176,0.0
853,885.0,4.0,1,0.903883776,0.0
854,886.0,3.0,1,0.768469108,0.0
855,887.0,6.0,1,0.619662967,0.0
856,888.0,5.0,1,0.86832947,0.0
857,889.0,7.0,1,0.602949854,1.0
858,890.0,4.0,1,0.610422913,0.0
859,891.0,6.0,1,0.797308709,0.0
860,892.0,1.0,0,0.82454532,0.0
861,893.0,1.0,0,0.719781699,0.0
862,894.0,3.0,1,0.808968236,0.0
863,895.0,4.0,1,0.699539618,0.0
864,896.0,6.0,1,0.887488612,0.0
865,897.0,3.0,1,0.711591261,0.0
866,898.0,5.0,1,0.612691036,0.0
867,899.0,5.0,1,0.746469657,0.0
868,900.0,1.0,1,0.692248761,0.0
869,901.0,3.0,1,0.690208338,0.0
870,902.0,2.0,1,0.653917155,0.0
871,903.0,2.0,1,0.802414154,0.0
872,904.0,4.0,1,0.767543024,0.0
873,905.0,4.0,1,0.824431739,1.0
874,906.0,3.0,1,0.702570258,0.0
875,907.0,4.0,1,0.766585375,0.0
876,908.0,3.0,1,0.654110031,0.0
877,909.0,2.0,1,0.641923694,1.0
878,911.0,3.0,1,0.746767443,1.0
879,912.0,1.0,0,0.673615365,0.0
880,913.0,3.0,2,0.748253346,0.0
881,914.0,1.0,1,0.723239665,0.0
882,915.0,5.0,1,0.904683729,0.0
883,916.0,4.0,2,0.601879498,0.0
884,917.0,1.0,0,0.694354066,0.0
885,918.0,3.0,1,0.787177951,0.0
886,919.0,4.0,1,0.789275958,0.0
887,920.0,3.0,1,0.850589837,0.0
888,922.0,1.0,0,0.68660044,0.0
889,923.0,5.0,1,0.779610521,0.0
890,924.0,3.0,1,0.749641445,0.0
891,925.0,4.0,1,0.827895634,0.0
892,926.0,2.0,1,0.642401485,0.0
893,927.0,6.0,1,0.743006605,0.0
894,928.0,2.0,1,0.816978468,0.0
895,929.0,3.0,2,0.816354457,0.0
896,930.0,3.0,1,0.770947085,0.0
897,931.0,2.0,1,0.6367392,0.0
898,932.0,2.0,1,0.864185316,0.0
899,933.0,1.0,0,0.722133241,0.0
900,934.0,5.0,1,0.789151599,0.0
901,935.0,2.0,1,0.875258792,1.0
902,936.0,2.0,1,0.767812083,0.0
903,937.0,1.0,0,0.699353891,0.0
904,938.0,2.0,1,0.622872066,0.0
905,939.0,4.0,1,0.647791853,0.0
906,940.0,2.0,1,0.788893588,0.0
907,941.0,3.0,1,0.754676982,0.0
908,942.0,3.0,1,0.812649836,0.0
909,943.0,5.0,1,0.872188568,0.0
910,945.0,3.0,1,0.746301215,0.0
911,946.0,3.0,1,0.694641523,0.0
912,947.0,2.0,1,0.733275987,0.0
913,948.0,3.0,1,0.74754131,1.0
914,949.0,2.0,1,0.730095076,0.0
915,950.0,2.0,1,0.660850083,0.0
916,951.0,2.0,1,0.706445475,0.0
917,952.0,2.0,1,0.745070064,0.0
918,953.0,1.0,0,0.905063892,0.0
919,954.0,1.0,0,0.788568923,0.0
920,955.0,2.0,1,0.908523575,0.0
921,956.0,5.0,2,0.871516436,0.0
922,957.0,3.0,1,0.610255013,0.0
923,958.0,7.0,1,0.830011528,0.0
924,959.0,4.0,2,0.673550077,0.0
925,960.0,4.0,1,0.783790541,0.0
926,961.0,5.0,1,0.807200407,1.0
927,962.0,2.0,1,0.85101393,0.0
928,963.0,3.0,1,0.736588204,0.0
929,964.0,2.0,1,0.701724648,0.0
930,965.0,4.0,1,0.709286406,0.0
931,966.0,1.0,0,0.807950283,0.0
932,967.0,3.0,1,0.674224211,0.0
933,968.0,4.0,1,0.6356453,0.0
934,969.0,5.0,1,0.616934324,0.0
935,970.0,7.0,1,0.622384642,1.0
936,971.0,4.0,1,0.668618353,0.0
937,972.0,7.0,1,0.764697553,0.0
938,973.0,6.0,1,0.853010099,1.0
939,975.0,3.0,2,0.836441837,0.0
940,976.0,4.0,1,0.833321532,0.0
941,977.0,3.0,1,0.868020856,0.0
942,978.0,2.0,1,0.855562072,0.0
943,979.0,1.0,0,0.867666878,0.0
944,980.0,3.0,1,0.726581046,0.0
945,981.0,4.0,1,0.819515822,0.0
946,982.0,3.0,1,0.80328517,0.0
947,983.0,3.0,1,0.659351531,0.0
948,984.0,5.0,1,0.741751376,0.0
949,985.0,3.0,1,0.633037911,0.0
950,986.0,4.0,1,0.620398481,0.0
951,987.0,5.0,1,0.767134765,0.0
952,988.0,5.0,1,0.809594087,0.0
953,989.0,2.0,1,0.870834145,0.0
954,990.0,2.0,1,0.657591969,1.0
955,991.0,3.0,1,0.664941224,0.0
956,992.0,5.0,2,0.819834772,0.0
957,993.0,3.0,1,0.906708192,0.0
958,994.0,2.0,1,0.612597378,0.0
959,995.0,3.0,1,0.88711955,1.0
960,996.0,3.0,1,0.664760285,0.0
961,997.0,3.0,1,0.887978338,0.0
962,998.0,2.0,1,0.840770733,0.0
963,999.0,3.0,1,0.90478002,0.0
964,,,866,,
