ID,profile_score_updated_normalized
0,0.43753181522189416
1,0.9374823248767256
2,0.8749731338126229
3,0.6874752548274158
4,0.6875055550387434
5,0.2500254521775154
6,0.7499717198027609
7,0.8749787898520708
8,2.8280197239277727e-05
9,0.37501838212820554
10,2.8280197239277727e-05
11,0.37499292995069017
12,0.9999575797041413
13,0.8749646497534511
14,0.3750353502465491
15,0.5625106050739649
16,0.49998585990138034
17,0.8124893949260353
18,2.8280197239277727e-05
19,0.6874752548274158
20,0.37499292995069017
21,0.5000282801972393
22,0.6249929299506904
23,0.18751767512327455
24,0.6874893949260353
25,0.8750070700493098
26,0.18754595532051382
27,0.8124823248767256
28,0.6250000000000002
29,0.8124823248767256
30,0.31252191715286043
31,0.9999858599013806
32,0.687500707004931
33,0.5624823248767256
34,0.3750353502465491
35,0.999987879915469
36,0.6249787898520708
37,2.8280197239277727e-05
38,0.4375035350246549
39,0.37499292995069017
40,0.562503535024655
41,0.7499858599013806
42,0.31252191715286043
43,0.8749929299506904
44,0.8124936369556213
45,0.312538885271204
46,0.7499717198027609
47,0.4375148471035506
48,0.8750070700493098
49,0.3125106050739647
50,0.6250000000000002
51,0.25
52,0.43753181522189416
53,0.8125106050739647
54,0.37500707004930983
55,0.12500707004930983
56,0.687500707004931
57,0.9999787898520708
58,0.8749787898520708
59,0.06253181522189419
60,0.9999787898520708
61,0.9374752548274158
62,0.6874964649753452
63,0.37501414009861966
64,0.3124964649753451
65,0.7499858599013806
66,0.3750353502465491
67,0.3125247451725844
68,0.12503252222682518
69,0.18752474517258436
70,0.18752898720217026
71,0.9375035350246548
72,0.7499929299506904
73,0.6874752548274158
74,0.7499971719802763
75,1.4140098619638863e-05
76,3.535024654904158e-05
77,0.6874964649753452
78,0.9999830318816566
79,0.7499858599013806
80,0.8749646497534511
81,0.8124823248767256
82,0.1875318152218942
83,0.7499858599013806
84,0.9999575797041413
86,0.06251060507396473
87,0.4375035350246549
88,0.06252474517258437
89,0.37499292995069017
90,0.9374752548274158
92,0.6249787898520708
93,0.06252474517258437
94,0.3125106050739647
95,0.8749858599013806
96,0.5000070700493098
97,0.8750070700493098
98,1.4140098619638863e-05
99,0.6250042420295862
100,0.6875176751232744
101,0.37501414009861966
102,0.5624823248767256
103,0.5624823248767256
104,0.8125106050739647
105,0.12502828019723927
106,0.6250000000000002
107,0.18752474517258436
108,0.8124823248767256
109,0.25001414009861966
110,0.4374893949260353
111,0.31251767512327455
112,0.18751767512327455
113,0.5624964649753452
114,0.5
115,0.3125294585387909
116,0.7499929299506904
117,0.06253605725148008
118,0.9999830318816566
119,0.8749929299506904
120,0.4374893949260353
121,0.3125106050739647
122,0.37501414009861966
123,0.3750353502465491
124,0.18751767512327455
125,0.12502121014792947
126,0.4374893949260353
127,0.8749964649753453
128,0.8749901019309665
129,0.6874964649753452
130,0.9374823248767256
131,0.3124964649753451
133,0.5000141400986197
134,0.4375148471035506
135,0.7499717198027609
136,0.25
137,0.5625141400986198
138,0.06252878520076148
139,0.12500707004930983
140,0.6874893949260353
142,0.4375035350246549
143,0.12502121014792947
144,0.31252191715286043
145,0.6250212101479294
146,0.12502121014792947
147,0.6249929299506904
148,0.6249787898520708
149,0.9374823248767256
150,0.9375035350246548
151,0.5625247451725842
152,0.7500141400986197
153,0.6249646497534511
154,0.9374752548274158
155,0.8124681847781059
156,0.4375106050739647
157,0.18751767512327455
158,0.312538885271204
159,0.25
160,0.3125247451725844
161,0.9999717198027609
162,0.5624964649753452
163,0.06252474517258437
164,0.8749646497534511
165,0.5000113120788957
166,0.8125106050739647
167,0.6874893949260353
168,0.5625077770542409
169,0.9374752548274158
170,0.5000070700493098
171,1.0
172,0.18754595532051382
173,0.6249929299506904
174,0.7500056560394481
175,0.5000070700493098
176,0.8749858599013806
177,0.3124964649753451
178,0.6249787898520708
179,0.37499292995069017
180,0.4374893949260353
181,0.3125247451725844
182,0.6874964649753452
183,0.12502121014792947
184,0.25001414009861966
185,0.4374893949260353
186,0.8749787898520708
187,0.37500707004930983
189,0.3124964649753451
190,0.7499929299506904
191,0.6250000000000002
192,0.6249363695562119
193,0.06252474517258437
194,3.9592276134933234e-05
195,0.31251767512327455
197,0.25002828019723927
198,0.9999575797041413
199,0.6875176751232744
200,0.6874752548274158
201,0.8749646497534511
202,0.6874752548274158
203,0.12502121014792947
204,0.12502828019723927
205,0.7499858599013806
206,0.7499717198027609
207,0.9999717198027609
208,0.4375035350246549
209,0.562503535024655
210,0.8750070700493098
212,0.12502121014792947
213,2.8280197239277727e-05
214,0.06253605725148008
215,0.375001414009862
216,0.5624964649753452
217,0.9999830318816566
218,0.8124936369556213
219,0.9999575797041413
220,0.7499858599013806
221,0.8750070700493098
222,0.687503535024655
223,0.4374893949260353
224,0.25001414009861966
225,0.3125247451725844
226,0.8125106050739647
227,0.12503252222682518
228,1.4140098619638863e-05
229,0.3125106050739647
230,0.9999717198027609
232,0.9374752548274158
233,0.06253181522189419
234,0.562503535024655
235,0.31251767512327455
236,0.9374823248767256
237,0.4374893949260353
238,0.9999787898520708
239,0.9999717198027609
240,0.7499929299506904
241,0.562503535024655
242,0.8749901019309665
243,0.5625106050739649
244,0.6874893949260353
245,0.25001414009861966
246,0.562503535024655
247,0.6250212101479294
248,0.8124823248767256
249,0.25002121014792944
250,0.6874893949260353
251,0.3124964649753451
252,0.25004242029585894
253,0.6874964649753452
254,0.6249787898520708
255,0.9374611147287961
256,0.8125106050739647
257,0.8749901019309665
258,0.7499717198027609
259,0.6249929299506904
260,0.18751767512327455
261,0.9374893949260353
262,0.8124681847781059
263,0.9999717198027609
264,0.37499292995069017
265,0.37501414009861966
266,0.18751767512327455
267,0.7500141400986197
268,0.3750353502465491
269,3.535024654904158e-05
270,0.25001414009861966
271,0.9374469746301765
272,0.43751767512327455
273,0.2500254521775154
274,0.18751767512327455
275,0.9999787898520708
276,0.8749646497534511
277,0.312538885271204
279,0.37501414009861966
280,0.9999575797041413
281,3.535024654904158e-05
282,0.2500254521775154
283,0.4375035350246549
284,3.9592276134933234e-05
285,0.5000113120788957
286,0.8749858599013806
287,0.31252191715286043
288,0.9374611147287961
289,0.9999575797041413
290,0.3124964649753451
291,0.9374823248767256
292,0.8749787898520708
293,0.8749858599013806
294,0.12500707004930983
295,0.5
296,0.18754595532051382
297,1.4140098619638863e-05
298,0.8749858599013806
299,0.5624964649753452
300,0.8749858599013806
301,0.5000070700493098
302,0.3125247451725844
303,0.06246818477810592
304,0.06253605725148008
305,0.18754595532051382
306,0.25001414009861966
307,0.9374865669063115
308,0.8749787898520708
309,0.8749646497534511
310,0.9374611147287961
311,0.4375035350246549
312,0.5000141400986197
313,0.18752898720217026
314,0.8125106050739647
315,2.8280197239277727e-05
316,0.7499717198027609
317,0.8749858599013806
318,0.8125106050739647
319,0.12502121014792947
320,0.6875055550387434
321,0.6249787898520708
322,0.06254649917046072
323,0.06255302536982364
324,0.31252191715286043
325,0.6874752548274158
326,0.25
327,0.06251060507396473
328,0.8124681847781059
329,0.37502121014792944
330,0.4375035350246549
331,0.9999893949260354
332,3.535024654904158e-05
333,0.6874964649753452
334,0.7500141400986197
335,0.62500707004931
336,0.8750070700493098
337,0.8749901019309665
338,0.8749929299506904
339,0.9999858599013806
340,0.12502121014792947
341,0.9374823248767256
342,0.6249787898520708
343,1.4140098619638863e-05
344,1.0
345,0.8124681847781059
346,0.8125106050739647
347,0.06253181522189419
348,0.5000282801972393
349,0.5625247451725842
350,0.4374893949260353
351,0.06251060507396473
352,0.6250000000000002
353,0.5
354,0.6874964649753452
355,0.43751969513736305
356,0.6874964649753452
357,0.25
358,0.7499858599013806
359,0.18752474517258436
360,0.18754595532051382
361,4.713366206542582e-05
362,0.5625247451725842
363,5.6560394478499874e-05
364,5.6560394478499874e-05
365,0.12502121014792947
366,0.5625077770542409
367,0.5625077770542409
368,0.7500141400986197
369,0.6874893949260353
370,3.9592276134933234e-05
371,0.8124893949260353
372,0.6874964649753452
374,0.3125106050739647
375,0.9999575797041413
376,0.06251060507396473
377,0.562503535024655
378,0.12502121014792947
379,0.8749787898520708
380,0.6874964649753452
381,0.5625141400986198
382,0.6874328345315568
383,0.12504949034516874
384,0.4375035350246549
385,0.37501414009861966
386,0.37499292995069017
387,0.12502828019723927
388,0.7500141400986197
389,0.12502121014792947
390,0.8749646497534511
391,0.7500141400986197
392,0.9999575797041413
393,3.535024654904158e-05
394,0.5000070700493098
395,0.06246818477810592
396,0.5000282801972393
397,0.5000070700493098
398,0.3750247451725844
399,0.312538885271204
400,0.5625247451725842
401,0.5624823248767256
402,0.5624964649753452
403,0.8124681847781059
404,0.12502828019723927
405,0.31251767512327455
406,0.5625247451725842
407,0.25
408,0.5
409,0.3125247451725844
410,0.6249929299506904
411,0.9999151594082824
412,0.6874752548274158
413,0.3125106050739647
414,0.5000040400281771
415,0.31252191715286043
416,0.43753181522189416
417,0.8750070700493098
418,0.06251060507396473
419,0.3750353502465491
420,2.8280197239277727e-05
421,0.6249929299506904
422,0.37500707004930983
423,0.6874752548274158
424,0.18754595532051382
425,1.4140098619638863e-05
426,0.8749787898520708
427,0.9374611147287961
428,0.9374914149401238
429,0.06251060507396473
430,0.6249787898520708
431,0.4374893949260353
432,0.9374611147287961
433,0.9999830318816566
434,0.9999787898520708
435,0.9999717198027609
436,0.4375035350246549
437,0.9374752548274158
438,0.6249929299506904
439,0.7500000000000002
440,0.8750070700493098
441,0.37499292995069017
442,0.5000282801972393
443,4.444030994736496e-05
444,0.5000282801972393
445,0.4375035350246549
446,0.9999717198027609
447,0.8125106050739647
448,0.9374611147287961
449,0.5624964649753452
450,0.12504949034516874
452,0.8124681847781059
453,0.18754595532051382
454,0.5625077770542409
455,0.9374752548274158
456,5.6560394478499874e-05
457,0.9999717198027609
458,0.9999575797041413
459,0.25001414009861966
460,0.9374611147287961
461,0.5000282801972393
462,0.9999717198027609
463,0.5624964649753452
464,0.6249787898520708
465,0.5624823248767256
466,0.9374611147287961
467,0.25
468,0.9374752548274158
469,0.3750353502465491
470,0.31252191715286043
471,0.18754595532051382
472,0.9999717198027609
473,0.06251060507396473
475,0.8749901019309665
476,0.3124964649753451
477,0.6249787898520708
478,0.9375035350246548
479,0.06253181522189419
480,0.6249929299506904
481,0.6874893949260353
482,0.062538885271204
483,0.8750070700493098
484,0.6250212101479294
485,5.6560394478499874e-05
486,0.312538885271204
487,0.6249787898520708
488,0.6874964649753452
489,0.5624823248767256
490,0.062538885271204
491,0.25001414009861966
492,0.0
493,0.8749949499647788
494,0.3125106050739647
495,0.8124936369556213
496,0.7500141400986197
497,0.9999717198027609
498,2.8280197239277727e-05
499,0.5625247451725842
500,0.3124964649753451
501,0.8749646497534511
502,0.6874964649753452
503,0.8124823248767256
504,0.5000070700493098
505,0.3124964649753451
506,0.43753181522189416
507,0.8124893949260353
508,0.37500707004930983
509,0.18752898720217026
510,0.6250000000000002
511,0.8124681847781059
512,0.8749787898520708
513,0.7499858599013806
514,0.6250212101479294
515,4.242029585886101e-05
516,0.37499292995069017
517,0.5000282801972393
518,0.062538885271204
519,0.9374752548274158
520,0.37501414009861966
521,0.4375035350246549
522,0.3125106050739647
523,0.8749858599013806
524,0.749929299506902
525,0.18751767512327455
526,0.6249929299506904
527,0.06253605725148008
528,0.25001414009861966
529,0.6249787898520708
530,0.7499858599013806
531,0.1874611147287961
532,0.8749222294575922
533,0.5000070700493098
534,0.37499292995069017
535,0.6250000000000002
536,0.06255302536982364
537,0.4375035350246549
538,0.8124936369556213
539,0.1250353502465491
540,0.8125106050739647
541,0.9374752548274158
542,0.7499717198027609
543,0.8125106050739647
544,0.49994343960552157
545,0.9999575797041413
546,0.18751767512327455
547,0.37499292995069017
548,0.3125106050739647
549,0.8749646497534511
550,0.06255302536982364
551,1.4140098619638863e-05
552,0.1875318152218942
553,0.6874893949260353
554,0.49998585990138034
555,0.8749858599013806
556,0.8749787898520708
557,0.8749646497534511
558,0.5000070700493098
559,0.9999830318816566
560,1.0
561,0.37499292995069017
562,0.4375148471035506
564,0.31250494903451687
565,0.25001414009861966
566,0.25004242029585894
567,0.12504949034516874
568,0.6249787898520708
569,0.4375035350246549
570,0.9999830318816566
571,0.31252191715286043
572,0.5
574,0.37501414009861966
575,4.444030994736496e-05
576,0.5
577,0.06253605725148008
578,0.8750070700493098
579,0.562503535024655
580,0.06255302536982364
581,0.7499929299506904
582,0.18754595532051382
583,0.5624964649753452
584,0.12504949034516874
585,0.8750070700493098
586,0.7499929299506904
587,0.7499858599013806
588,0.25002121014792944
589,0.12502121014792947
590,0.18754595532051382
591,0.31251767512327455
592,0.6249929299506904
593,0.5000113120788957
594,0.8124964649753452
595,0.12500707004930983
596,0.6250042420295862
597,0.687503535024655
598,0.9999717198027609
599,0.12500707004930983
600,0.18752474517258436
601,0.25001414009861966
602,5.6560394478499874e-05
604,0.6874752548274158
605,0.5
606,0.37501838212820554
607,0.8124681847781059
608,0.37501414009861966
609,0.5000113120788957
610,0.49998585990138034
611,0.18752898720217026
612,0.18752898720217026
613,0.12500707004930983
614,0.18752474517258436
615,0.5625247451725842
616,2.8280197239277727e-05
617,1.4140098619638863e-05
618,0.5
619,0.8749646497534511
620,1.4140098619638863e-05
621,0.8124936369556213
622,0.8124823248767256
623,0.25004242029585894
624,0.9374823248767256
625,0.4375035350246549
626,0.9999434396055217
627,0.4374893949260353
628,1.4140098619638863e-05
629,0.18752898720217026
631,0.7499929299506904
632,1.4140098619638863e-05
633,0.12500707004930983
634,0.9374611147287961
635,0.8750070700493098
636,0.12502828019723927
637,0.8749646497534511
638,0.6874893949260353
640,0.18750353502465492
641,0.18752474517258436
642,0.7499929299506904
643,0.9374893949260353
644,0.4375035350246549
645,0.6250212101479294
646,0.25002121014792944
648,0.4375035350246549
649,2.8280197239277727e-05
650,0.6250042420295862
651,0.31252191715286043
652,0.5625077770542409
653,0.8749787898520708
654,0.6874893949260353
655,0.5624964649753452
656,0.4374893949260353
657,0.8749646497534511
658,0.3125267651866729
659,0.06253605725148008
660,0.18752474517258436
661,0.9374823248767256
662,0.18752898720217026
663,0.9374752548274158
664,0.12502121014792947
665,0.3750353502465491
666,0.3750353502465491
667,0.5
668,0.8124681847781059
669,0.9374752548274158
670,0.12502828019723927
671,0.06255302536982364
672,0.6875176751232744
673,0.9374823248767256
674,0.7500141400986197
675,0.8124893949260353
676,0.25004242029585894
678,0.6874752548274158
679,0.8749646497534511
680,0.18751767512327455
681,0.5624964649753452
682,0.37500707004930983
683,0.4375148471035506
684,0.25001414009861966
685,0.25001414009861966
686,0.8749949499647788
687,0.9374893949260353
688,0.562503535024655
689,0.8124823248767256
690,0.8125106050739647
691,0.5625247451725842
692,1.4140098619638863e-05
693,0.06255302536982364
694,0.6250000000000002
695,0.12502121014792947
696,0.6250000000000002
697,0.6249787898520708
700,0.9374611147287961
701,0.8124893949260353
702,2.8280197239277727e-05
703,0.6875176751232744
704,0.9999575797041413
705,0.6874893949260353
706,0.18752898720217026
707,0.9374752548274158
708,0.3125106050739647
709,0.9374752548274158
710,0.8749646497534511
711,0.6874893949260353
712,0.06253181522189419
714,0.5000141400986197
715,3.535024654904158e-05
716,0.8124681847781059
717,0.9375035350246548
718,0.8749646497534511
719,0.25001414009861966
720,0.7499717198027609
721,0.8750070700493098
722,0.8125106050739647
723,0.12503252222682518
724,0.18752474517258436
725,0.5625247451725842
726,0.5624964649753452
727,0.8749787898520708
728,0.12500707004930983
729,0.8749787898520708
730,0.12502828019723927
731,0.8124984849894336
732,0.6250042420295862
733,0.06252474517258437
734,0.9374823248767256
735,0.9374893949260353
736,0.3124964649753451
737,0.25
738,0.7499858599013806
739,0.687500707004931
740,0.5000070700493098
741,0.6250000000000002
742,0.3125247451725844
743,0.8749646497534511
744,0.06246818477810592
745,0.6250000000000002
746,0.6249787898520708
747,0.25003030021132777
748,0.49998585990138034
749,0.9374186944329372
750,0.7499858599013806
751,0.25001414009861966
752,0.562503535024655
753,0.18751767512327455
754,0.18752474517258436
755,0.9999787898520708
756,0.37502121014792944
758,0.25
759,0.06251060507396473
760,0.687500707004931
761,0.6250000000000002
762,1.0
763,0.312538885271204
764,0.9999717198027609
765,0.3125106050739647
766,0.18752474517258436
767,0.18751767512327455
768,0.5625106050739649
769,0.5624823248767256
770,0.4375106050739647
771,0.18751767512327455
772,0.4374893949260353
773,0.18752898720217026
774,0.37500707004930983
775,0.9375035350246548
776,0.5624964649753452
777,0.8125106050739647
779,0.6249929299506904
780,0.31251767512327455
781,1.4140098619638863e-05
782,0.06253605725148008
783,0.9374611147287961
784,0.5
785,0.562503535024655
786,0.6250000000000002
788,0.9374752548274158
789,0.3125106050739647
790,0.562503535024655
791,0.25001414009861966
792,0.8125106050739647
793,0.9999858599013806
794,0.3750353502465491
795,0.25
796,0.3125106050739647
797,0.43752575517962866
798,2.8280197239277727e-05
799,0.25
800,0.8124936369556213
801,0.9374611147287961
802,0.06252474517258437
803,0.12502121014792947
804,0.4375035350246549
806,0.06255302536982364
807,0.9999575797041413
808,0.7500141400986197
809,0.12504949034516874
810,0.6250000000000002
811,0.9999717198027609
812,0.4375035350246549
813,0.9999575797041413
814,0.31252191715286043
815,3.535024654904158e-05
816,0.3124964649753451
817,0.8124893949260353
818,0.2500254521775154
819,0.5624964649753452
820,0.6874752548274158
821,0.9999575797041413
822,0.25
823,0.37500707004930983
824,0.4374893949260353
825,0.5624823248767256
826,1.4140098619638863e-05
827,0.1875318152218942
828,0.12502121014792947
829,0.8124823248767256
830,2.8280197239277727e-05
831,0.7499971719802763
832,0.3749505096548314
833,0.687500707004931
834,0.12502828019723927
835,0.8749646497534511
836,0.6874964649753452
837,0.12504949034516874
838,0.1875318152218942
839,0.06251060507396473
841,0.5
842,0.5
843,0.4374752548274157
844,0.4374893949260353
845,0.18750353502465492
846,0.6250000000000002
847,0.43753181522189416
848,0.6250042420295862
849,0.18754595532051382
850,0.31252191715286043
851,0.687500707004931
852,0.43751969513736305
853,0.25002121014792944
854,0.687503535024655
855,0.9374611147287961
856,0.5625106050739649
857,0.8749964649753453
858,0.06251060507396473
859,0.062538885271204
860,0.37499292995069017
861,0.7499858599013806
862,0.5625153184401712
863,0.12500707004930983
864,0.7499717198027609
865,0.8125106050739647
867,0.8124984849894336
870,0.4375106050739647
872,1.4140098619638863e-05
873,0.31251464510214183
874,0.25
875,0.5624823248767256
877,0.562503535024655
878,0.37500707004930983
879,0.18754595532051382
880,0.6249929299506904
881,0.5625247451725842
882,1.4140098619638863e-05
883,0.5
884,0.06250212101479306
885,0.06253181522189419
886,0.7499858599013806
887,0.8749929299506904
888,0.06253605725148008
889,0.0625409052852925
890,0.9999787898520708
891,0.43751767512327455
892,0.5000282801972393
893,0.12504949034516874
894,0.6249929299506904
895,0.6250000000000002
896,0.25002828019723927
897,0.4375035350246549
898,0.9374865669063115
899,0.2500254521775154
900,0.9374186944329372
901,0.37500707004930983
902,0.06251060507396473
903,0.4374893949260353
904,0.5000070700493098
905,0.9999787898520708
906,0.25001414009861966
907,0.8124893949260353
908,0.7499858599013806
909,0.9374611147287961
911,0.06252474517258437
912,0.6875176751232744
913,0.37497878985207067
914,0.9374186944329372
915,0.2500254521775154
916,0.9999575797041413
917,0.5000282801972393
918,0.18751767512327455
919,0.31251767512327455
920,0.6249929299506904
922,5.6560394478499874e-05
923,0.9374865669063115
924,0.06252474517258437
925,0.06253181522189419
926,0.5624823248767256
927,0.62500707004931
928,0.9374611147287961
929,0.9999434396055217
930,0.6249929299506904
931,0.06251060507396473
932,0.6249787898520708
933,0.18754595532051382
934,0.2500254521775154
935,1.4140098619638863e-05
936,0.8749646497534511
937,0.12504949034516874
938,0.37499292995069017
939,0.31251767512327455
940,0.6249787898520708
941,0.12502121014792947
942,0.37500707004930983
943,0.5000113120788957
945,0.12502121014792947
946,0.8124823248767256
947,0.7499717198027609
948,0.25001414009861966
949,0.4374893949260353
950,0.8124681847781059
951,0.5624823248767256
952,0.8124681847781059
953,0.6250212101479294
954,0.18754595532051382
955,0.6874752548274158
956,0.9999660637633131
957,2.8280197239277727e-05
958,0.25003030021132777
959,0.18750353502465492
960,0.18752474517258436
961,0.687500707004931
962,0.6874752548274158
963,0.5
964,0.7499717198027609
965,0.9374823248767256
966,0.6250212101479294
967,0.9374752548274158
968,0.25002121014792944
969,0.06253605725148008
970,0.0625409052852925
971,0.06253181522189419
972,0.1875338352359827
973,0.9374893949260353
975,0.49997171980276084
976,0.31251767512327455
977,0.18751767512327455
978,0.3124964649753451
979,0.8750070700493098
980,0.12502121014792947
981,0.9999787898520708
982,0.9999717198027609
983,0.8124823248767256
984,0.31252191715286043
985,0.6874893949260353
986,0.31251767512327455
987,0.687500707004931
988,0.9374865669063115
989,0.06251060507396473
990,0.4374893949260353
991,0.8749787898520708
992,0.5624908089358973
993,0.5624964649753452
994,0.8124681847781059
995,2.8280197239277727e-05
996,0.25001414009861966
997,0.37500707004930983
998,0.4374893949260353
999,0.12502121014792947
